"File","Line","Content","MsgText","IsDebug","PrevCtx","NextCtx"
"Client\CTCLClient\GreekMarginReport.cpp","228","MessageBox(""Exception in CGreekMarginReport::OnLogOff"", ""Margin Report"");","Exception in CGreekMarginReport::OnLogOff","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","757","MessageBox(""Exception in CalculateMargin - CGreekMarketWatch"", "" Greek Market Watch"");","Exception in CalculateMargin - CGreekMarketWatch","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","828","AfxMessageBox(""Exception In CGreekMarginReport:SubTotal()"");","Exception In CGreekMarginReport:SubTotal()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","883","AfxMessageBox(""Exception In CGreekMarginReport:AddClientcodeToCombo()"");","Exception In CGreekMarginReport:AddClientcodeToCombo()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","970","AfxMessageBox(""Exception In CGreekMarginReport:AddSymbolIntoCombo()"");","Exception In CGreekMarginReport:AddSymbolIntoCombo()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","1051","AfxMessageBox(""Exception In CGreekMarginReport:AddInstrumentTypeIntoCombo"");","Exception In CGreekMarginReport:AddInstrumentTypeIntoCombo","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","1182","AfxMessageBox(""Exception In CGreekMarginReport:AddExpiryDateIntoCombo"");","Exception In CGreekMarginReport:AddExpiryDateIntoCombo","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","1275","AfxMessageBox(""Exception In CGreekMarginReport:AddStrikeIntoCombo"");","Exception In CGreekMarginReport:AddStrikeIntoCombo","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","1373","AfxMessageBox(""Exception In CGreekMarginReport:AddExpiryDt"");","Exception In CGreekMarginReport:AddExpiryDt","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","1457","AfxMessageBox(""Exception In CGreekMarginReport:OnSelchangeCmbClientcode"");","Exception In CGreekMarginReport:OnSelchangeCmbClientcode","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","1548","AfxMessageBox(""Exception In CGreekMarginReport:OnSelchangeCmbScript"");","Exception In CGreekMarginReport:OnSelchangeCmbScript","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","1669","AfxMessageBox(""Exception In CGreekMarginReport:OnBtnProcess"");","Exception In CGreekMarginReport:OnBtnProcess","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","1754","AfxMessageBox(""Exception In CGreekMarginReport:AddStrategyName"");","Exception In CGreekMarginReport:AddStrategyName","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","1770","MessageBox(""Exception in SetDefaultPosition"", ""SetDefaultPosition"");","Exception in SetDefaultPosition","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","1864","MessageBox(""Exception in CGreekMarginReport::PopupMenu"", ""CGreekMarginReport"");","Exception in CGreekMarginReport::PopupMenu","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","1900","MessageBox(""Exception in OnContextMenu"", ""CGreekMarginReport"");","Exception in OnContextMenu","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","1929","MessageBox(""Exception in CGreekMarginReport::OnGrid"", ""Margin Report"");","Exception in CGreekMarginReport::OnGrid","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","1977","MessageBox(""Exception in CGreekMarginReport:OnGridColor"", ""Margin Report"");","Exception in CGreekMarginReport:OnGridColor","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2034","MessageBox(""Exception in CGreekMarginReport::OnForeColorChange"", ""Margin Report"");","Exception in CGreekMarginReport::OnForeColorChange","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2084","MessageBox(""Exception in CGreekMarginReport::OnBackColor"", ""Margin Report"");","Exception in CGreekMarginReport::OnBackColor","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2138","MessageBox(""Exception in OnRowColor"", ""CGreekMarginReport"");","Exception in OnRowColor","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2211","MessageBox(""Exception in CGreekMarginReport :: GetDefaultGridColor(struct GridColorSetting *pObjGridColors)"", ""Margin Report"");","Exception in CGreekMarginReport :: GetDefaultGridColor(struct GridColorSetting *pObjGridColors)","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2237","MessageBox(""Exception in CGreekMarketWatch ::SaveColorSettingToRegistry(struct GridColorSetting *pObjGridColors)"", ""Greek Market Watch"");","Exception in CGreekMarketWatch ::SaveColorSettingToRegistry(struct GridColorSetting *pObjGridColors)","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2304","MessageBox(""Exception in SetLastSavedColorSettings"", ""Greek Market Watch"");","Exception in SetLastSavedColorSettings","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2468","AfxMessageBox(""Exception In CGreekMarginReport:GetPreparedQueryStatement"");","Exception In CGreekMarginReport:GetPreparedQueryStatement","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2486","MessageBox(""Exception in CGreekMarginReport::OnGreekLogOff"", ""Margin Report"");","Exception in CGreekMarginReport::OnGreekLogOff","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2507","MessageBox(""Exception in CGreekMarginReport::CloseWindow"", ""MarginReport"");","Exception in CGreekMarginReport::CloseWindow","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2536","AfxMessageBox(""Exception In CGreekMarginReport::SetTitleBarStatusBar"");","Exception In CGreekMarginReport::SetTitleBarStatusBar","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2614","MessageBox(""Exception in OnAfterMoveColumnVsflexgrid "", ""GreekMarginReport"");","Exception in OnAfterMoveColumnVsflexgrid ","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2648","MessageBox(""Exception in UpdateColumnPosition "", "" GreekMarginReport"");","Exception in UpdateColumnPosition ","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2775","MessageBox(""Exception in SetColumnNo"", "" GreekMarginReport"");","Exception in SetColumnNo","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2798","AfxMessageBox(""Exception In GreekMarginReport::OnColumnProfile"");","Exception In GreekMarginReport::OnColumnProfile","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","2849","MessageBox(""Exception in CGreekMarketWatch:OnFrameSettings"", ""GreekMarketWatch::OnFrameSettings"");","Exception in CGreekMarketWatch:OnFrameSettings","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","3043","AfxMessageBox(""Select the Exel format(*.xls) file"");","Select the Exel format(*.xls) file","False","{","}"
"Client\CTCLClient\GreekMarginReport.cpp","3051","AfxMessageBox(""CMarginReport::OnBtnSavetofile"");","CMarginReport::OnBtnSavetofile","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","3076","MessageBox(""Exception in CGreekMarginReport::OnTitleBar"", ""CGreekMarginReport"");","Exception in CGreekMarginReport::OnTitleBar","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","3110","MessageBox(""Exception in CGreekMarginReport:OnStatusBar"", ""GreekMarginReport"");","Exception in CGreekMarginReport:OnStatusBar","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","3149","AfxMessageBox(""Exception In CIntegratedNetPositionFlexGrid::OnDlgcustomize"");","Exception In CIntegratedNetPositionFlexGrid::OnDlgcustomize","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","3214","MessageBox(""Exception in CGreekMarginReport"", ""AddGreekClientId"");","Exception in CGreekMarginReport","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMarginReport.cpp","3672","MessageBox(""Exception in CGreekMarginReport"", ""DisplayDataOnFlex"");","Exception in CGreekMarginReport","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","134","AfxMessageBox(""Exception in GreekManualPortfolio - OnInitDialog"");","Exception in GreekManualPortfolio - OnInitDialog","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","579","MessageBox(""Portfolio already Exists"",""Manual Greek Portfolio"",MB_OK|MB_ICONSTOP);","Portfolio already Exists","False","{","return;"
"Client\CTCLClient\GreekManualPortfolio.cpp","978","if(MessageBox(cMessage, ""Manual Greek Portfolio"", MB_YESNO) != 6)","[Dynamic variable: cMessage]","False","","{"
"Client\CTCLClient\GreekManualPortfolio.cpp","989","MessageBox(""Fill all Fields properly"",""Manual Greek Portfolio"", MB_OK| MB_ICONSTOP);","Fill all Fields properly","False","{","}"
"Client\CTCLClient\GreekManualPortfolio.cpp","1005","AfxMessageBox(e.Description());","[Dynamic/Complex]","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","1015","AfxMessageBox(""Exception in CGreekManualPortfolio::OnOK"");","Exception in CGreekManualPortfolio::OnOK","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","1069","AfxMessageBox(e.Description());","[Dynamic/Complex]","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","1079","AfxMessageBox(""Exception :CGreekManualPortfolio::AddClientcodeToCombo"");","Exception :CGreekManualPortfolio::AddClientcodeToCombo","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","1110","AfxMessageBox(""Exception CGreekManualPortfolio:OnSelchangeCmbClientcode"");","Exception CGreekManualPortfolio:OnSelchangeCmbClientcode","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","1169","MessageBox(""Portfolio deleted successfully"",""Delete Manual Greek Portfolio"");","Portfolio deleted successfully","False","",""
"Client\CTCLClient\GreekManualPortfolio.cpp","1181","MessageBox(""Portfolio is not Present"",""Delete Manual Greek Portfolio"");","Portfolio is not Present","False","else",""
"Client\CTCLClient\GreekManualPortfolio.cpp","1198","AfxMessageBox(e.Description());","[Dynamic/Complex]","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","1208","AfxMessageBox(""CGreekManualPortfolio::OnOK"");","CGreekManualPortfolio::OnOK","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","1271","AfxMessageBox(e.Description());","[Dynamic/Complex]","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","1281","AfxMessageBox(""Exception :CGreekManualPortfolio::AddClientcodeToCombo"");","Exception :CGreekManualPortfolio::AddClientcodeToCombo","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","1426","AfxMessageBox(""Exception In CGreekManualPortfolio::SetLimit"");","Exception In CGreekManualPortfolio::SetLimit","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","1557","AfxMessageBox(""Exception In CGreekManualPortfolio::GetCalculatedToken"");","Exception In CGreekManualPortfolio::GetCalculatedToken","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","1623","AfxMessageBox(""Exception In CGreekManualPortfolio::AddTokens"");","Exception In CGreekManualPortfolio::AddTokens","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","1757","AfxMessageBox(""Exception In CGreekManualPortfolio::OnSelchangeCmbExchange"");","Exception In CGreekManualPortfolio::OnSelchangeCmbExchange","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","2203","AfxMessageBox(""Exception in GreekManualPortfolio - AddSymbolNew()"");","Exception in GreekManualPortfolio - AddSymbolNew()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","2629","AfxMessageBox(""Exception in GreekManualPortfolio - AddExpiryDateNew()"");","Exception in GreekManualPortfolio - AddExpiryDateNew()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","2933","MessageBox(""Portfolio already Exists"",""Manual Greek Portfolio"",MB_OK|MB_ICONSTOP);","Portfolio already Exists","False","{","return;"
"Client\CTCLClient\GreekManualPortfolio.cpp","3201","if(MessageBox(cMessage, ""Manual Greek Portfolio"", MB_YESNO) != 6)","[Dynamic variable: cMessage]","False","","{"
"Client\CTCLClient\GreekManualPortfolio.cpp","3212","MessageBox(""Fill all Fields properly"",""Manual Greek Portfolio"", MB_OK| MB_ICONSTOP);","Fill all Fields properly","False","{","}"
"Client\CTCLClient\GreekManualPortfolio.cpp","3227","AfxMessageBox(e.Description());","[Dynamic/Complex]","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualPortfolio.cpp","3237","AfxMessageBox(""Exception in CGreekManualPortfolio::OnOK"");","Exception in CGreekManualPortfolio::OnOK","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","635","AfxMessageBox(_T(""Please write the message""));","Please write the message","False","{","return TRUE; // swallow Enter"
"Client\CTCLClient\GreekMessageChatting.cpp","1106","AfxMessageBox(""Please Select The Client Id"");","Please Select The Client Id","False","{","return;"
"Client\CTCLClient\GreekMessageChatting.cpp","1113","AfxMessageBox(""Please write the message"");","Please write the message","False","{","return;"
"Client\CTCLClient\GreekMessageChatting.cpp","1119","AfxMessageBox(""Please write the message"");","Please write the message","False","{","return;"
"Client\CTCLClient\GreekMessageChatting.cpp","1210","MessageBox(""Message can't process, Message Length exceed"");","Message can't process, Message Length exceed","False","else",""
"Client\CTCLClient\GreekMessageChatting.cpp","1452","AfxMessageBox(""Exception In CCTCLClientApp::OnBtnSenttoclient()"");","Exception In CCTCLClientApp::OnBtnSenttoclient()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","1831","AfxMessageBox(""Exception In CGreekMessageChatting::OnCtlColor()"");","Exception In CGreekMessageChatting::OnCtlColor()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","1851","AfxMessageBox(""Exception In CGreekMessageChatting::SaveGreekChat"");","Exception In CGreekMessageChatting::SaveGreekChat","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","1875","AfxMessageBox(""Exception In CGreekMessageChatting::ReadGreekChat"");","Exception In CGreekMessageChatting::ReadGreekChat","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","1941","AfxMessageBox(""Exception In CGreekMessageChatting::SetFileData"");","Exception In CGreekMessageChatting::SetFileData","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","1994","AfxMessageBox(""Exception In CGreekMessageChatting::OnBtnShowhistory()"");","Exception In CGreekMessageChatting::OnBtnShowhistory()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","2021","AfxMessageBox(""Exception In CGreekMessageChatting::OnColorChange()"");","Exception In CGreekMessageChatting::OnColorChange()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","2355","AfxMessageBox(""Exception In CGreekMessageChatting::GetFontSettings()"");","Exception In CGreekMessageChatting::GetFontSettings()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","2373","AfxMessageBox(""Exception in CGreekMessageChatting::SaveLastSavedColorSettings()"");","Exception in CGreekMessageChatting::SaveLastSavedColorSettings()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","2407","AfxMessageBox(""Exception in CGreekMessageChatting::ApplyColorSettings()"");","Exception in CGreekMessageChatting::ApplyColorSettings()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","2448","AfxMessageBox(_T(""Unable to create GreekChatHistory.txt""));","Unable to create GreekChatHistory.txt","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","2504","AfxMessageBox(_T(""Exception in CGreekMessageChatting::DisplayHistoryFromDB()""));","Exception in CGreekMessageChatting::DisplayHistoryFromDB()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","2530","MessageBox(""TemplateMapper Name cannot have the Following\n \\ , / , . , , : , * , ? , '""""' , < , > , | , % , !,#,@,$,-,(,),<Blank>"", ""Save TemplateMapper"", MB_ICONERROR);","TemplateMapper Name cannot have the Following\n \\ , / , . , , : , * , ? , '","False","{","m_cmbTemplate.SetWindowText("""");"
"Client\CTCLClient\GreekMessageChatting.cpp","2538","MessageBox(""Enter Template Mapper Name "");","Enter Template Mapper Name ","False","{","m_cmbTemplate.SetFocus();"
"Client\CTCLClient\GreekMessageChatting.cpp","2547","iChoice = AfxMessageBox(""Template already exist! Do you want to replace?"",","Template already exist! Do you want to replace?","False","{","MB_ICONQUESTION | MB_YESNO | MB_DEFBUTTON1);"
"Client\CTCLClient\GreekMessageChatting.cpp","2556","int res = MessageBox(""Do want to save template."", ""GreekMessageChatting"",","Do want to save template.","False","{","MB_ICONQUESTION | MB_YESNOCANCEL | MB_DEFBUTTON1);"
"Client\CTCLClient\GreekMessageChatting.cpp","2590","MessageBox(""Template saved successfully in GETS Settings folder,to View template refer GreekMessageChatting Mapper window"", ""Surveillance Master"", MB_OK | MB_ICONINFORMATION);","Template saved successfully in GETS Settings folder,to View template refer GreekMessageChatting Mapper window","False","theApp.FileObject.SetFileData(""GreekMessageChatting"", cTemplate, cData, 0);","}"
"Client\CTCLClient\GreekMessageChatting.cpp","2596","MessageBox(""Exception in OnBtnSaveTemplate"", ""CGreekMessageChatting"");","Exception in OnBtnSaveTemplate","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","2644","MessageBox(""Template not saved.Please first save Template and then apply"", ""CGreekMessageChatting"", MB_OK | MB_ICONINFORMATION);","Template not saved.Please first save Template and then apply","False","{","}"
"Client\CTCLClient\GreekMessageChatting.cpp","2656","MessageBox(""Exception in OnBtnApplyTemplate"", ""CGreekMessageChatting"");","Exception in OnBtnApplyTemplate","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","2732","MessageBox(""Exception in ValidateTemplateMapperName"", ""CGreekMessageChatting"");","Exception in ValidateTemplateMapperName","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","2978","AfxMessageBox(""Exception in CGreekMessageChatting:OnBtnRefresh()"");","Exception in CGreekMessageChatting:OnBtnRefresh()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChatting.cpp","3231","MessageBox(""Exception in PreTranslate"", ""MarketPicture"");","Exception in PreTranslate","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChattingGrid.cpp","62","AfxMessageBox(""Exception In GreekMessageChattingGrid:::GetItemValue()"");","Exception In GreekMessageChattingGrid:::GetItemValue()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChattingGrid.cpp","174","AfxMessageBox(""Exception In GreekMessageChattingGrid:::StartStopProcess()"");","Exception In GreekMessageChattingGrid:::StartStopProcess()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChattingGrid.cpp","315","AfxMessageBox(""Exception In GreekMessageChattingGrid:::OnTimer()"");","Exception In GreekMessageChattingGrid:::OnTimer()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChattingGrid.cpp","340","AfxMessageBox(""Exception In GreekMessageChattingGrid:::FillVirutalRows()"");","Exception In GreekMessageChattingGrid:::FillVirutalRows()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekMessageChattingGrid.cpp","357","AfxMessageBox(""Exception In GreekMessageChattingGrid:::FillGridMaster()"");","Exception In GreekMessageChattingGrid:::FillGridMaster()","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","279","MessageBox(""'To' date should be more than 'From' date"", ""CGreekNetPosition"");","'To' date should be more than 'From' date","False","{","}"
"Client\CTCLClient\GreekNetPosition.cpp","676","MessageBox(""Exception in OnButtonRefresh"", ""CGreekNetPosition"");","Exception in OnButtonRefresh","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","692","MessageBox(""Exception in OnSelchangeComboClinetcode"", ""CGreekNetPosition"");","Exception in OnSelchangeComboClinetcode","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","707","MessageBox(""Exception in OnSelchangeComboExchangename"", ""CGreekNetPosition"");","Exception in OnSelchangeComboExchangename","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","722","MessageBox(""Exception in OnSelchangeComboSymbol"", ""CGreekNetPosition"");","Exception in OnSelchangeComboSymbol","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","738","MessageBox(""Exception in OnSelchangeComboExpiry"", ""CGreekNetPosition"");","Exception in OnSelchangeComboExpiry","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","754","MessageBox(""Exception in OnSelchangeComboStrategy"", ""CGreekNetPosition"");","Exception in OnSelchangeComboStrategy","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","791","MessageBox(""Exception in OnButtonPrint"", ""CGreekNetPosition"");","Exception in OnButtonPrint","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","833","MessageBox(""Exception in CreateNetPositionWindow"", ""CGreekNetPosition"");","Exception in CreateNetPositionWindow","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","850","MessageBox(""Exception in SetWindowPosition"", ""CGreekNetPosition"");","Exception in SetWindowPosition","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","913","MessageBox(""Exception in InitialSettings"", ""CGreekNetPosition"");","Exception in InitialSettings","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","1062","MessageBox(""Exception in FillClientCodeCombo"", ""CGreekNetPosition"");","Exception in FillClientCodeCombo","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","1339","MessageBox(""Exception in FillExchangeCombo"", ""CGreekNetPosition"");","Exception in FillExchangeCombo","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","1597","MessageBox(""Exception in FillSymbolCombo"", ""CGreekNetPosition"");","Exception in FillSymbolCombo","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","1939","MessageBox(""Exception in FillExpiryCombo"", ""CGreekNetPosition"");","Exception in FillExpiryCombo","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","2209","MessageBox(""Exception in FillStrategyCombo"", ""CGreekNetPosition"");","Exception in FillStrategyCombo","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","2230","MessageBox(""Exception in UpdateColumnPosition"", ""CGreekNetPosition"");","Exception in UpdateColumnPosition","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","2312","MessageBox(""Exception in SetColumnNo"", ""CGreekNetPosition"");","Exception in SetColumnNo","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","2424","MessageBox(""Exception in CalculateTotalValue"", ""CGreekNetPosition"");","Exception in CalculateTotalValue","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","2486","MessageBox(""Exception in PreTranslateMessage"", ""CGreekNetPosition"");","Exception in PreTranslateMessage","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","2508","MessageBox(""Exception in SetDefaultPosition"", ""CGreekNetPosition"");","Exception in SetDefaultPosition","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","2571","MessageBox("" Exception in Fix_MaxMin_Size "", ""CGreekNetPosition"");"," Exception in Fix_MaxMin_Size ","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","2626","AfxMessageBox(""GreekNetPosition::AddGreekClientId"");","GreekNetPosition::AddGreekClientId","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","2644","MessageBox(""Exception in OnSelchangeComboGreekclient"", ""GreekNetPosition"");","Exception in OnSelchangeComboGreekclient","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","2948","MessageBox(""Exception in OnInitDialog"", ""CGreekNetPosition"");","Exception in OnInitDialog","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekNetPosition.cpp","3272","AfxMessageBox(""Unable to create file"");","Unable to create file","False","{","return;"
"Client\CTCLClient\GreekNetPosition.cpp","3283","MessageBox(""Exception in OnBnClickedButtonSaveSplFormat"", ""CGreekNetPosition"");","Exception in OnBnClickedButtonSaveSplFormat","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualEntry.cpp","600","AfxMessageBox(""Exception in CGreekManualEntry::OnInitDialog"");","Exception in CGreekManualEntry::OnInitDialog","True","#ifdef _DEBUG","#endif"
"Client\CTCLClient\GreekManualEntry.cpp","633","MessageBox(""Trade Price Can Not Be Zero"", ""Greek Manual Order Entry"");","Trade Price Can Not Be Zero","False","{","m_pAvgRate.SetFocus();"
"Client\CTCLClient\GreekManualEntry.cpp","721","MessageBox(""Enter Valid Greek Client Id"",""Greek Manual Entry"",MB_OK);","Enter Valid Greek Client Id","False","{","delete pGreekWatchTrade;"
"Client\CTCLClient\GreekManualEntry.cpp","730","MessageBox(""Enter Valid Client Code"",""Greek Manual Entry"",MB_OK);","Enter Valid Client Code","False","{","delete pGreekWatchTrade;"
"Client\CTCLClient\GreekManualEntry.cpp","802","MessageBox(""Temporary Entry Must be done in Same Portfolio"",""Greek Manual Entry"",MB_OK);","Temporary Entry Must be done in Same Portfolio","False","{","return;"
"Client\CTCLClient\GreekManualEntry.cpp","893","MessageBox(""Invalid Contract... Token Not Found..."",""Greek Manual Entry"",MB_OK);","Invalid Contract... Token Not Found...","False","{","delete pGreekWatchTrade;"
"Client\CTCLClient\GreekManualEntry.cpp","935","if(MessageBox(cMessage,""Disclose Quantity Rectification.."",MB_YESNO|MB_ICONQUESTION)==IDNO)","[Dynamic variable: cMessage]","False","sprintf_s(cMessage,""Total Quantity is not Proper..\nDo you Want to Make it %ld ?"",lTotQty);","{"
"Client\CTCLClient\GreekManualEntry.cpp","1032","MessageBox(""Quantity should be greater than 0"",""Greek Manual Entry"",MB_OK);","Quantity should be greater than 0","False","{","delete pGreekWatchTrade;"
"Client\CTCLClient\GreekManualEntry.cpp","1197","MessageBox(""Temporary trades not allowed for hidden portfolio!"", ""Greek Manual Order Entry"");","Temporary trades not allowed for hidden portfolio!","False","{","return;"
